input,output
Video upload tool with encoding options,"DESCRIPTION:
The UI should be a video upload tool with encoding options. It should have a file input field, a dropdown menu for selecting the encoding preset, a checkbox for enabling watermarks, and a submit button. The UI should be responsive, accessible, and SEO-friendly.
COMPONENTS:
- UploadInput: A standalone component for the file input field.
- EncodingPresetSelect: A standalone component for the dropdown menu for selecting the encoding preset.
- WatermarkCheckbox: A standalone component for the checkbox for enabling watermarks.
- SubmitButton: A standalone component for the submit button.
- VideoUploadForm: A component that takes children, which is the parent component that wraps all the other components.
HTML:
<div class=""max-w-md mx-auto p-4 pt-6 pb-8""><VideoUploadForm><UploadInput/><EncodingPresetSelect/><WatermarkCheckbox/><SubmitButton/></VideoUploadForm></div>
COMPONENT HTML:
UploadInput:
<div class=""mb-4""><input type=""file"" id=""video-upload"" class=""block w-full text-sm text-gray-900 bg-gray-50 rounded-lg border border-gray-300 cursor-pointer dark:text-gray-400 focus:outline-none dark:bg-gray-700 dark:border-gray-600 dark:placeholder-gray-400""><label for=""video-upload"" class=""sr-only"">Select a video file</label></div>
EncodingPresetSelect:
<div class=""mb-4""><select id=""encoding-preset"" class=""block w-full text-sm text-gray-900 bg-gray-50 rounded-lg border border-gray-300 cursor-pointer dark:text-gray-400 focus:outline-none dark:bg-gray-700 dark:border-gray-600 dark:placeholder-gray-400""><option value="""">{select_preset}</option><!-- more options will be generated dynamically --></select><label for=""encoding-preset"" class=""sr-only"">Select an encoding preset</label></div>
WatermarkCheckbox:
<div class=""mb-4""><input type=""checkbox"" id=""watermark"" class=""w-4 h-4 text-blue-600 bg-gray-100 rounded border-gray-300 focus:ring-blue-500 dark:bg-gray-700 dark:border-gray-600 dark:ring-blue-500""><label for=""watermark"" class=""ml-2 text-sm text-gray-600"">Enable watermark</label></div>
SubmitButton:
<button class=""bg-blue-500 hover:bg-blue-700 text-white font-bold py-2 px-4 rounded"">Upload Video</button>
VideoUploadForm:
<!-- this component will wrap all the other components --><div class=""p-4"">{children}</div>"
Email Newsletter Signups,"DESCRIPTION:
The UI should be a simple, responsive form that allows users to input their email address and subscribe to a newsletter. The form should be easily accessible on various devices and screen readers.
COMPONENTS:
- NewsletterSignupForm: A standalone component that contains the email input field and submit button.
- EmailInput: A standalone component that represents the email input field.
- SubmitButton: A standalone component that represents the submit button.
HTML:
<section class=""max-w-md mx-auto p-4 pt-6 md:p-6 lg:p-12 bg-white rounded shadow-md""><h2 class=""text-lg font-bold mb-4"">Stay updated with our newsletter!</h2><NewsletterSignupForm/></section>
COMPONENT HTML:
NewsletterSignupForm:
<form class=""flex flex-wrap -mx-3""><EmailInput/><SubmitButton/></form>
EmailInput:
<input type=""email"" class=""w-full px-4 py-2 text-lg"" placeholder=""Your email address"" aria-label=""Email address""/>
SubmitButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Subscribe</button>"
Personal information form,"DESCRIPTION:
The UI should be a simple form with labels and input fields for personal information such as name, email, phone number, and address. The form should be responsive and mobile-friendly.
COMPONENTS:
- FormHeader: A standalone component that displays the title of the form.
- FormField: A component that takes a label and an input field as children.
- InputField: A standalone component that renders a simple text input field.
- AddressField: A standalone component that renders a grouped input field for address information.
- SubmitButton: A standalone component that renders a submit button.
HTML:
<form class=""max-w-md mx-auto p-4 bg-white shadow-md rounded""><FormHeader/><div class=""flex flex-wrap -mx-3 mb-6""><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">Name</label><InputField/></FormField><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">Email</label><InputField/></FormField><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">Phone</label><InputField/></FormField></div><AddressField/><SubmitButton/></form>
COMPONENT HTML:
FormHeader:
<h2 class=""text-lg font-bold"">{form_title}</h2>
FormField:
<div class=""w-full md:w-1/2 px-3 mb-6""><label class=""block uppercase tracking-wide text-xs text-gray-700"">{label}</label>{children}</div>
InputField:
<input class=""appearance-none block w-full bg-gray-200 text-gray-700 border border-gray-200 rounded py-3 px-4 leading-tight focus:outline-none focus:bg-white"" type=""text""/>
AddressField:
<div class=""flex flex-wrap -mx-3 mb-6""><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">Street</label><InputField/></FormField><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">City</label><InputField/></FormField><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">State</label><InputField/></FormField><FormField><label class=""block uppercase tracking-wide text-xs text-gray-700"">Zip</label><InputField/></FormField></div>
SubmitButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Submit</button>"
Error message displayed within the context of a form field or input area,"DESCRIPTION:
The UI should display an error message below a form field or input area, indicating that the user has entered invalid data. The error message should be accessible, responsive, and visually distinct from the rest of the form.
COMPONENTS:
- FormFieldError: A standalone component that displays an error message related to a form field.
HTML:
<div class=""max-w-md mx-auto p-4""><label class=""block mb-2"" for=""input-field"">Input Field</label><input class=""block w-full p-2 pl-10 text-sm text-gray-700"" id=""input-field"" type=""text""/><FormFieldError/></div>
COMPONENT HTML:
FormFieldError:
<p class=""text-xs text-red-600 mt-1"">{error_message}</p>"
Tag Clouds/Folksonomy,"DESCRIPTION:
The UI should display a collection of tags-cloud, with each tag having a size and color that represents its importance or frequency of use. The tags should be organized in a responsive layout that adapts to different screen sizes.
COMPONENTS:
- Tag: (standalone): A single tag element that displays the tag text, with a size and color that represents its importance.
- TagCloud: (takes children): A container component that wraps multiple **Tag** components and lays them out in a responsive layout.
HTML:
<div class=""max-w-md mx-auto p-4""><h2 class=""text-lg font-bold mb-2"">Tag Cloud</h2><TagCloud><Tag/><Tag/>...
</TagCloud></div>
COMPONENT HTML:
Tag:
<a href=""{tag_url}"" class=""inline-block text-sm px-2 py-1 rounded {tag_color} {tag_size}"">{tag_text}</a>
TagCloud:
<div class=""flex flex-wrap justify-center"">{children}</div>"
Video Background with Overlay Text,"DESCRIPTION:
The UI should be a full-screen video background with overlay text. The video background should be responsive and adapt to different screen sizes. The overlay text should be centered and easily readable.
COMPONENTS:
- VideoBackground: standalone component that renders a full-screen video background
- OverlayText: standalone component that renders the overlay text
HTML:
<div class=""h-screen w-full""><VideoBackground/><div class=""absolute inset-0 flex justify-center items-center""><OverlayText/></div></div>
COMPONENT HTML:
VideoBackground:
<video autoplay muted loop class=""h-full w-full object-cover""><source src=""{video_source}"" type=""video/mp4""></video>
OverlayText:
<h1 class=""text-3xl text-white"">{overlay_text}</h1>"
News or updates section with date and title,"DESCRIPTION:
The UI should be a list of news or updates, each with a date and title. The date should be displayed in a smaller text above the title. The title should be a heading element to provide structure and hierarchy. The list should be responsive, with each item taking up the full width on mobile devices and being stacked horizontally on larger screens.
COMPONENTS:
- NewsCard: A standalone component that represents a single news or update item.
- NewsList: A component that takes children, representing a list of news or update items.
HTML:
<div class=""container max-w-md mx-auto p-4 md:p-8""><h2>News and Updates</h2><NewsList><NewsCard/><NewsCard/><NewsCard/></NewsList></div>
COMPONENT HTML:
NewsCard:
<div class=""mb-4 p-4 border-b border-gray-200""><time dateTime=""{date_iso}"">{date_display}</time><h3>{title}</h3></div>
NewsList:
<ul class=""list-none p-0 m-0"">{children}</ul>"
Tweet analytics for engagement metrics,"DESCRIPTION:
The UI should be a dashboard displaying tweet analytics for engagement metrics. It should show the number of likes, retweets, replies, and engagements for a tweet.
COMPONENTS:
- TweetAnalyticsCard: standalone component displaying the tweet analytics
- MetricItem: takes children, displays a single metric (e.g. likes, retweets, etc.)
HTML:
<div class="" container mx-auto p-4 pt-6 md:p-6""><TweetAnalyticsCard/></div>
COMPONENT HTML:
TweetAnalyticsCard:
<div class=""bg-white rounded shadow-md p-4""><h2 class=""text-lg font-bold"">Tweet Analytics</h2><ul class=""list-none mb-0""><MetricItem>Likes: {likes} </MetricItem><MetricItem>Retweets: {retweets} </MetricItem><MetricItem>Replies: {replies} </MetricItem><MetricItem>Engagements: {engagements} </MetricItem></ul></div>
MetricItem:
<li class=""flex items-center mb-2""><span class=""mr-2"">{icon}</span><span>{children}</span></li>"
Ratings and Reviews,"DESCRIPTION:
The UI should display a rating system with an average rating and the number of reviews. It should also display a list of individual reviews from users.
COMPONENTS:
- RatingIndicator: Standalone component to display the average rating.
- ReviewList: Component that takes children (individual reviews).
- ReviewItem: Standalone component to display a single review.
HTML:
<div class=""flex flex-col gap-4""><RatingIndicator/><p>{review_count} reviews</p><ReviewList><ReviewItem/><!-- more ReviewItem components here --></ReviewList></div>
COMPONENT HTML:
RatingIndicator:
<div class=""flex items-center gap-2""><span class=""text-xl"">{average_rating}/5</span><i class=""fa fa-star text-yellow-500""></i><span class=""text-gray-500"">{rating_count} ratings</span></div>
ReviewList:
<ul class=""list-none py-4"">{children}</ul>
ReviewItem:
<li class=""py-2 border-b border-gray-200""><div class=""flex items-center justify-between""><div><span class=""text-lg"">{reviewer_name}</span><span class=""text-sm text-gray-500"">{review_date}</span></div><div><i class=""fa fa-star text-yellow-500""></i><span class=""text-sm"">{rating}/5</span></div></div><p class=""text-sm text-gray-600"">{review_text}</p></li>"
Vacation package booking form,"DESCRIPTION:
The UI should be a responsive, mobile-first, and accessible vacation package booking form that allows users to select their travel dates, destination, and package type. The form should be easy to use and provide a seamless user experience.
COMPONENTS:
- TravelDatePicker: Standalone component that allows users to select their travel dates.
- DestinationSelect: Standalone component that allows users to select their destination.
- PackageTypeSelect: Standalone component that allows users to select their package type.
- PassengerInfo: Component that takes children to display passenger information.
- BookingForm: Component that takes children to wrap the entire booking form.
HTML:
<BookingForm><h1>Vacation Package Booking Form</h1><TravelDatePicker/><DestinationSelect/><PackageTypeSelect/><PassengerInfo><label>First Name:</label><input type=""text""/><br/><label>Last Name:</label><input type=""text""/><!-- Add more passenger info fields as needed --></PassengerInfo><button type=""submit"">Book Now</button></BookingForm>
COMPONENT HTML:
TravelDatePicker:
<div class=""mb-4""><label for=""travel-dates"">Travel Dates:</label><input type=""date"" id=""travel-dates""/></div>
DestinationSelect:
<div class=""mb-4""><label for=""destination"">Destination:</label><select id=""destination""><option value="""">Select a destination</option><option value=""{destination_option_1}"">{destination_option_1}</option><!-- Add more destination options as needed --></select></div>
PackageTypeSelect:
<div class=""mb-4""><label for=""package-type"">Package Type:</label><select id=""package-type""><option value="""">Select a package type</option><option value=""{package_type_option_1}"">{package_type_option_1}</option><!-- Add more package type options as needed --></select></div>
PassengerInfo:
<div class=""flex flex-wrap -mx-3 mb-4"">{children}</div>
BookingForm:
<form class=""max-w-md mx-auto p-4 pt-6 mb-4"">{children}</form>"
Customer Review Stars,"DESCRIPTION:
The UI should display a customer review with a rating system represented by stars, with a text description of the review.
COMPONENTS:
- Reviewstars: (standalone): displays the rating system using stars
- ReviewText: (standalone): displays the text description of the review
HTML:
<div class=""flex flex-wrap mb-4""><Reviewstars/><ReviewText/></div>
COMPONENT HTML:
Reviewstars:
<div class=""flex text-lg"">{[1, 2, 3, 4, 5].map((star, index) =>( <span class={index < rating ? 'text-yellow-400' : 'text-gray-400'}>&#9733; </span>))}</div>
ReviewText:
<p class=""text-lg"">{review_text}</p>"
